code,term
8He..00,Referral to intermediate care
8Hf..00,Discharge from intermediate care
8Hg..00,Discharge from care
8F4..00,Vocational training/rehabilit.
199..00,Finding of vomiting
7D0..00,Operation on female perineum
15E..00,Vulval irritation
G83..00,VV - Varicose veins of leg
F2X..00,Vascular headache
TE5..00,Venomous animals+plants - cause of poisoning+toxic reactions
F56..00,Disorder of inner ear
46T..00,Urine levels NOS
46S..00,Urine reducing substances
46K..00,Urine sex hormone 24 hr. assay
466..00,Urine test for glucose
46P..00,Urine trace metals
46C..00,Urine urobilinogen test
7E0..00,Uterine operation
7D1..00,Vagina operation
53A..00,Upper abd. soft tissue X-ray
76...00,Upper digestive tract operation
7E...00,Upper female genital tract operation
7B1..00,Ureter operation
K17..00,Non-venereal urethritis
8D7..00,Urinary bladder training
584..00,Ultrasound scan - obstetric
581..00,Ultraviolet radiation in diagnosis
L33..00,Umbilical cord complication
P2y..00,Unspec nervous system anomaly of brain/cord/nervous system
L07..00,Unspecified abortion
44a..00,Tumour marker levels
196..00,Type of GIT pain
4I2..00,Specimen
695..00,Travel examination
8C8..00,Infertility therapy
AD1..00,Trichomoniasis
F30..00,Trigeminal nerve disorder
65H..00,"Vaccination for diphtheria, pertussis, and tetanus"
332..00,Tuberculin test - mantoux
653..00,Tuberculosis (BCG) vaccination
A13..00,Tuberculosis of meninges and central nervous system
S96..00,Traumatic amputation of finger
SA7..00,Traumatic amputation of leg(s)
SA5..00,Traumatic amputation of toe(s)
S8X..00,Traumatic amputation of unspecified part of head
42H..00,Total white cell count
SMX..00,"Toxic effect of paints and dyes, NEC"
1CB..00,Throat symptom
A82..00,Tick-borne rickettsioses
A63..00,Tick-borne viral encephalitis
33F..00,"Skin test for tuberculosis, Tine test"
1C2..00,Tinnitus symptoms
85B..00,Tissue injection for local action
137..00,Tobacco smoking consumption
68T..00,Tobacco usage screening
563..00,Diagnostic tomography
PA0..00,Tongue tie - ankyloglossia
816..00,Therapeutic aspiration procedure
8G8..00,Hypnotherapy
7H4..00,Tendon operation
62L..00,Test request : Antenatal
44U..00,Test request : Blood Glucose
42Q..00,Test request : Coagulation Screen
46Q..00,Test request : Drugs of Abuse Screen (Urine drug levels)
44I..00,Test request : Serum electrolytes
479..00,Test request : Faecal Occult Blood
424..00,Test request : Full Blood Count
44V..00,Test request : Glucose Tolerance Test
42W..00,Test request : Haemoglobin A1c
43B..00,Test request : Hepatitis Investigation
43C..00,Test request : HIV Investigation
43J..00,Test request : Immunoglobulins
44D..00,Test request : Liver Function Tests
4J4..00,Test request : Mycology
43A..00,Test request : Paul Bunnell
42B..00,Test request : Plasma Viscosity
465..00,Test request : Pregnancy Test
44N..00,Test request : Serum protein electrophoresis
43F..00,Test request : Rheumatoid Factor
439..00,Test request : Rubella Investigation
438..00,Test request : Syphilis Serology
442..00,Test request : Thyroid Function Test
44K..00,Test request : Uric Acid
46N..00,Test request : Urine Protein
42T..00,Test request : Vitamin B12
65L..00,Tetanus and polio vaccination
61E..00,Sympto-thermal contraception
PF1..00,Syndactyly
SD5..00,Superficial injury of finger
F52..00,Purulent otitis media
35Z..00,Surgical biopsy (admin) NOS
TB0..00,"Surgical procedures causing complications, without blame"
TK3..00,Suicide + selfinflicted injury by hang/strangulate/suffocate
TK1..00,Suicide + selfinflicted poisoning by gases in domestic use
TK2..00,Suicide + selfinflicted poisoning by other gases and vapours
TK0..00,Self poisoning by non-drug solid or liquid agents
TK6..00,Suicide and selfinflicted injury by cutting and stabbing
TK5..00,Suicide and selfinflicted injury by firearms and explosives
TK7..00,Suicide and selfinflicted injury by jumping from high place
A34..00,Streptococcal sore throat with scarlatina
L1A..00,"Subluxation of symphysis pubis in pregnancy, childbirth and the puerperium"
535..00,Standard chest X-ray
498..00,Total sperm count
F4J..00,Strabismus and other disorders of binocular eye movements
44f..00,Serum glucose level
451..00,Renal function tests
4B6..00,Synovial fluid cell count
4H5..00,Amniotic fluid AFP (alpha-fetoprotein) level
68V..00,Toxicology screening
4E4..00,Microbial culture of sputum
T55..00,Spacecraft accidents
69...00,Special examination
487..00,CSF (cerebrospinal fluid) protein level
8F6..00,Specific disability rehab.
A74..00,Specific diseases due to coxsackie virus
PH6..00,Specified anomalies of breast
PH5..00,Specified anomalies of nails
PH4..00,Specified hair anomalies
495..00,Sperm morphology: % normal
61C..00,Spermicidal contraceptive
44g..00,Plasma glucose level
49G..00,Semen liquefaction time
4JT..00,Presence of bacteria
704..00,Spinal cord and other contents of spinal canal operations
SJ2..00,Spinal cord injury without spinal bone injury
784..00,Spleen operations
M1y..00,Skin or subcutaneous tissue inflammatory disorders OS
PG0..00,Skull and face bone anomalies
PE0..00,"Skull, face and jaw congenital deformities"
Fy0..00,Sleep disorder
Q10..00,Slow fetal growth AND/OR fetal malnutrition
13...00,Social/personal history
53...00,Soft tissue X-ray
7H...00,Soft tissue operations
537..00,Mammogram
533..00,Neck soft tissue X-ray
596..00,Short dis.+contact radiotherap
Q11..00,Short gestation and unspecified low birthweight problems
6A7..00,Reviewed by advanced primary nurse
SJ5..00,Shoulder girdle and upper limb peripheral nerve injury
H42..00,Silica and silicate pneumoconiosis
M....00,Disorder of skin and/or subcutaneous tissue
M0...00,Skin and subcutaneous tissue infections
68E..00,Skin disease screen
44O..00,Serum lipids level
44c..00,Serum lipoprotein level
44Q..00,Serum triglycerides level
42T..00,Serum vitamin B12 level
PJX..00,"Sex chromosome abnormality, male phenotype, unspecified"
497..00,Semen pH
492..00,Semen sample volume
SCX..00,Sequelae of unspecified injury of head
SCU..00,Sequelae of unspecified injury of lower limb
SCW..00,Sequelae of unspecified injury of neck and trunk
SCV..00,Sequelae of unspecified injury of upper limb
44M..00,Serum/plasma proteins
44F..00,Serum alkaline phosphatase level
44B..00,Serum alpha foetoprotein level
44P..00,Serum cholesterol level
B57..00,Secondary malignant neoplasm of respiratory and digestive systems
B58..00,Secondary malignant neoplastic disease
4GS..00,See 4G5.
6B2..00,Sure Start programme
725..00,Sclera and iris operations
68...00,Screening procedure
M26..00,Disorder of sebaceous gland
S5Q..00,Rupture of tendon of upper arm
J07..00,Salivary gland disease
414..00,Sample sent to laboratory for test
4J7..00,"Microbial smear, light microscopy examination"
N25..00,SAPHO syndrome
43F..00,Rheumatoid factor
618..00,Rhythm method of contraception
62J..00,Rubella screen
N04..00,Rheumatoid arthritis and other inflammatory polyarthropathy
H....00,Respiratory system disease
H5z..00,Respiratory system diseases NOS
68C..00,Respiratory disease screening
Q30..00,Respiratory distress syndrome
339..00,Respiratory flow rate
7G0..00,Integumentary system excision
65T..00,Remove potential infection source
557..00,Renal arteriography - general
K0B..00,Renal tubulo-interstitial disorders in diseases EC
J40..00,Crohn's regional enteritis
1AG..00,Recurrent urinary tract infections
426..00,Red blood cell count
693..00,"History and physical examination, sports participation"
772..00,Rectal operation
46h..00,Urinalysis
43r..00,Other autoantibody levels
5....00,Radiology/physics in medicine
T02..00,Railway accident involving derailment without antecedent collision
T0...00,Railway accident
42E..00,Finding of red blood cell staining
42D..00,Red blood cell shape
42C..00,Red blood cell size
1z...00,Read code administration
1zz..00,Read Code Administration
P73..00,Pulmonary artery anomalies
G4...00,Disorder of pulmonary circulation
P60..00,Pulmonary valve anomalies
68J..00,Radiation exposure screen
8GA..00,Psychological nursing
SL9..00,Psychotropic agent poisoning
L42..00,Puerperal pyrexia of unknown origin
387..00,Procedures related to diagn.
L15..00,Prolonged pregnancy
K21..00,Prostatitis
1AA..00,Prostatism
8HV..00,Private referral
6....00,Preventive procedure
6Z...00,Preventive procedures NOS
H55..00,Post-inflammatory pulmonary fibrosis
62R..00,Postnatal visits
L36..00,Postpartum haemorrhage
NyX..00,"Postprocedural musculoskeletal disorder, unspecified"
T60..00,Accidents involving powered vehicles used solely within the buildings and premises of an industrial or commercial establishment
89Z..00,Pre/post-operative proced.NOS
89...00,Pre/post-operative procedures
67A..00,Pregnancy counselling
5A5..00,Preload cavity radioth.-sealed
PF0..00,Polydactyly
C18..00,Polyglandular dysfunction and related disorders
L27..00,Polyhydramnios and hydramnios
K5X..00,"Polyp of female genital tract, unspecified"
M06..00,Pilonidal disease
J16..00,Disorders of stomach function
SH1..00,"Burn of face, head AND/OR neck"
4K9..00,Postmortem examination
893..00,Postoperative monitoring
8CH..00,Post partum care
61F..00,Post-coital c'cept procedures
56C..00,Post-mortem radiology
1A1..00,Observation of frequency of urination
23...00,Examination of respiratory system
24...00,Examination of cardiovascular system
26...00,Examination of genitourinary system
267..00,O/E - external female genitalia
P35..00,Posterior chamber congenital anomalies
2D...00,"Ear, nose and throat examination"
393..00,Bowel assessment
394..00,Bladder assessment
527..00,Pelvis X-ray
53G..00,AXR - Abdominal X-ray
545..00,Contrast radiography of respiratory organs
56A..00,Stereo-tactic/scopic investig.
61A..00,Postcoital contraception
T30..00,Pedal cycle accident
4JF..00,ENT swab taken
62...00,Pregnant
62S..00,Maternal postnatal 6 week examination
H5X..00,Disorder of pleura
64L..00,Child examination: general/head
64N..00,Child examination.: trunk/limbs
64O..00,Child examination.: motor/sphincter
64P..00,Child examination.: development
65...00,Infectious disease : prevention/control
65O..00,Gamma globulin administration
66H..00,Rheumatology disorder monitoring
689..00,Mental/developmental handicap screening
68A..00,Neurological/special sense screening
68N..00,Immunisation status screening
N02..00,Crystal arthropathy
G11..00,Mitral valve disease
N12..00,Disorder of intervertebral disc
44K..00,Blood urate level
44S..00,Serum amino-acids
69E..00,Medical insurance scheme exam.
713..00,Breast operation
743..00,Larynx operation
75...00,Mouth operation
754..00,Salivary apparatus operation
782..00,Bile duct operation
792..00,Coronary artery operation
H47..00,Pneumonitis due to inhalation of solids or liquids
7E1..00,Fallopian tube operation
7G...00,Skin operation
7H2..00,Peritoneum operations
7H6..00,Lymphatic tissue operation
SLX..00,Poisoning by oth & unspec antipsychotics & neuroleptics
J11..00,Gastric ulcer
J14..00,Gastrojejunal ulcer
K59..00,Menstrual disorder
658..00,Poliomyelitis vaccination
A4...00,Poliomyelitis & other non-arthropod-borne viral diseases-CNS
N32..00,Osteochondropathies
52B..00,Plain X-ray foot
529..00,Plain X-ray hand
52A..00,Radiographic procedure on lower extremity and pelvis
522..00,Radiography of mandible
S77..00,Injury to pelvic organs
SA3..00,Open wound of toe
855..00,Massage physiotherapy
A0...00,Intestinal infectious disease
528..00,Upper limb X-ray
526..00,Plain X-ray thoracic cage
C0...00,Disorder of thyroid gland
G56..00,Disorder of heart conduction
723..00,Eye muscle operation
44d..00,Plasma lipoprotein level
C33..00,Disorder of protein metabolism
43s..00,Additional cluster of differentiation antigen count
6A8..00,Psychological review
44z..00,Other pituitary/adrenal hormones
4Q...00,Generic biochemistry levels
448..00,Pituitary/adrenal hormones
T73..00,"Place of occurrence of accident or poisoning, industrial place and premises"
T74..00,"Place of occurrence of accident or poisoning, place for recreation and sport"
T77..00,"Place of occurrence of accident or poisoning, residential institution"
T75..00,"Place of occurrence of accident or poisoning, street and highway"
43t..00,Supplementary RAST tests
4QC..00,Other generic biochemistry level
T76..00,"Place of occurrence of accident or poisoning, public building"
52...00,Radiograph
H15..00,Peritonsillar abscess
E21..00,Personality disorder
SM1..00,Toxic effect of petroleum product
742..00,Pharynx operations
863..00,Phototherapy/radiation therapy
39E..00,Physical disability assessment score
385..00,Physical/nutritional assessment
E26..00,Physiological malfunction arising from mental factors
Q....00,Perinatal conditions
F3...00,Disorder of the peripheral nervous system
L24..00,"Pelvic soft tissue abnormality in pregnancy, childbirth and the puerperium"
PJ1..00,Patau syndrome
415..00,Patient refused laboratory test
8I4..00,Patient self-discharge
E12..00,Paranoid disorder
43g..00,Measurement of parasite antibody
C12..00,Parathyroid gland disorder
152..00,Parity
33A..00,Ovulation test - temp. chart
1DC..00,Pain character - finding
181..00,Palpitations
783..00,Pancreas operations
M2X..00,"Papulosquamous disorder, unspecified"
SJ4..00,Other trunk nerve injury excluding shoulder/pelvic girdle
F54..00,Tympanic membrane disorder
54F..00,Other urinary contrast radiog.
56...00,Other X-ray diagn. procedures
C23..00,Other+unsp protein-calorie malnutrition (wt for age 60-89%)
K40..00,"Ovarian, fallopian tube and pelvic inflammatory diseases"
8I8..00,Procedure not completed
2FM..00,O/E skin colour
760..00,Oesophageal operation (including hiatus hernia)
4G2..00,O/E: gallstone
2B2..00,O/E - raised intracranial pressure
2F8..00,O/E - weals present
29K..00,O/E - visual agnosia
2IB..00,O/E - sign pulsatile
23E..00,O/E - non-specific resp.lesion
J4z..00,Noninfectious gastroenteritis
295..00,O/E - muscular irritability
23D..00,On examination - adventitious sounds present
4JX..00,Cast identification
R2z..00,[D]Cause of morbidity/mortality ill-defined and unsure NOS
R2y..00,[D]Other specified ill-defined or unsure cause of morbidity or mortality
6B0..00,Nurse health promotion
8C1..00,Nursing procedure
Cy0..00,Nutritionl&metabolic disord in diseases classifd elsewhere
569..00,Magnetic resonance study
1C6..00,Nosebleed/epistaxis symptom
740..00,Nose operation
F51..00,Non-suppurative otitis media with eustachian tube disorders
C01..00,Non-toxic nodular goitre
T21..00,Nontraffic accident involving other off-road vehicle
L20..00,Delivery normal
8LB..00,Minor surgery planned
R03..00,"[D]Nutrition, metabolic and developmental symptoms"
1S5..00,Threshold assessment grid score observations
1I7..00,Respiratory disorder excluded
BB5..00,Adenoma AND/OR adenocarcinoma
BB6..00,[M]Adnexal and skin appendage neoplasm
8BQ..00,Treatment indicated
8BR..00,Investigation indicated
BBf..00,[M]Granular cell tumours and alveolar soft part sarcoma
BBr..00,Leukaemia morphology
BBJ..00,Lipomatous neoplasm
BBU..00,Lymphatic vessel tumour
BBk..00,"Malignant lymphoma, follicular AND/OR nodular"
BBp..00,[M]Mast cell tumours
BBS..00,[M]Mesonephromas
BBs..00,[M]Miscellaneous myeloproliferative and lymphoproliferative disorders
BBm..00,[M]Miscellaneous reticuloendothelial neoplasms
